time,year,month,latitude,longitude,depth,mag,magType,place,type,felt,alert,tsunami,sig,nst,dmin,rms,horizontalError,depthError,id
2005-10-01,2005,10,31.6786,70.3809,9.3,7.0,mw,Himalayan Belt,earthquake,107,orange,1,363,23,0.473,1.67,8.3,2.1,us0000004720
1986-11-01,1986,11,15.9139,-87.8863,18.4,5.5,mw,Caribbean,earthquake,1,green,0,92,39,1.316,1.9,4.3,12.7,us0000004721
1958-08-10,1958,8,34.9439,132.449,45.5,5.3,mw,Ring of Fire - Japan,earthquake,1,green,0,55,73,1.829,1.67,15.0,1.6,us0000004722
1930-06-28,1930,6,7.7355,127.9726,222.4,5.3,ms,Ring of Fire - Philippines,earthquake,1,green,0,50,128,1.914,0.75,17.1,7.0,us0000004723
2005-04-14,2005,4,41.3307,37.7442,17.9,5.6,mb,Mediterranean Belt,earthquake,3,green,0,99,184,0.72,1.31,15.9,10.7,us0000004724
2010-03-04,2010,3,59.3243,-150.68,117.4,5.1,mw,Ring of Fire - Alaska,earthquake,1,green,0,20,26,4.532,0.23,7.0,12.5,us0000004725
2013-01-17,2013,1,44.2821,134.925,77.9,5.3,mb,Ring of Fire - Japan,earthquake,1,green,0,57,36,2.058,0.96,6.9,12.3,us0000004726
2016-05-09,2016,5,-4.1141,-6.3567,19.5,5.0,mw,Other,earthquake,2,green,0,5,105,4.933,0.79,10.2,11.8,us0000004727
1912-07-06,1912,7,41.245,135.3711,26.9,5.7,ms,Ring of Fire - Japan,earthquake,7,green,0,123,159,3.353,1.81,12.5,8.4,us0000004728
1994-06-05,1994,6,-29.0274,-124.1436,24.3,5.1,mw,Other,earthquake,1,green,0,23,138,2.283,0.79,8.9,5.2,us0000004729
1976-07-22,1976,7,32.6466,144.7612,201.4,5.2,mb,Ring of Fire - Japan,earthquake,0,green,0,29,147,3.169,0.49,4.0,13.6,us0000004730
2010-02-09,2010,2,-2.7421,119.0182,195.2,5.0,mw,Ring of Fire - Indonesia,earthquake,1,green,0,2,60,2.401,0.72,17.6,7.6,us0000004731
1995-10-19,1995,10,0.2013,133.4821,146.0,5.3,ms,Ring of Fire - Indonesia,earthquake,1,green,0,57,174,0.346,1.96,1.8,2.7,us0000004732
2007-03-20,2007,3,35.499,-118.8241,7.7,5.0,mw,California - USA,earthquake,0,green,0,1,9,4.026,1.63,10.4,10.7,us0000004733
1958-04-03,1958,4,33.5785,141.0536,157.1,5.0,mw,Ring of Fire - Japan,earthquake,2,green,0,6,182,0.302,0.14,5.0,6.3,us0000004734
1919-11-07,1919,11,41.195,-122.314,12.4,5.0,mw,California - USA,earthquake,0,green,0,1,161,4.855,1.24,7.8,0.9,us0000004735
1986-06-27,1986,6,31.8099,134.3704,329.5,5.3,mw,Ring of Fire - Japan,earthquake,2,green,0,59,96,2.902,0.77,1.3,14.8,us0000004736
1958-07-06,1958,7,-8.146,-27.6562,23.5,5.2,mw,Other,earthquake,0,green,0,36,90,3.818,1.87,14.5,9.4,us0000004737
2001-02-18,2001,2,43.2033,139.8833,15.8,5.0,ms,Ring of Fire - Japan,earthquake,2,green,0,5,197,3.698,0.41,14.4,7.7,us0000004738
1923-04-04,1923,4,-8.9125,137.0763,150.5,5.0,ms,Ring of Fire - Indonesia,earthquake,1,green,0,3,135,1.426,1.8,14.6,1.5,us0000004739
2011-01-14,2011,1,44.923,-0.9254,1.6,5.8,mw,Mediterranean Belt,earthquake,5,green,0,146,176,4.883,1.04,17.7,5.9,us0000004740
2020-05-27,2020,5,38.4625,-25.3071,6.1,5.1,mw,Mid-Atlantic Ridge,earthquake,2,green,0,25,171,0.223,0.81,5.6,11.2,us0000004741
1995-03-26,1995,3,40.9025,140.0643,23.3,6.5,ms,Ring of Fire - Japan,earthquake,34,yellow,0,265,93,1.126,0.63,15.2,6.4,us0000004742
1979-04-07,1979,4,44.9995,130.9453,165.5,5.6,ms,Ring of Fire - Japan,earthquake,3,green,0,101,193,3.399,0.72,18.1,3.6,us0000004743
2000-09-24,2000,9,41.7924,140.7217,169.8,5.4,ml,Ring of Fire - Japan,earthquake,3,green,0,76,135,4.411,0.19,17.4,2.6,us0000004744
1972-10-27,1972,10,-34.8061,175.22,36.8,5.9,mw,New Zealand,earthquake,5,green,0,159,127,1.342,1.78,12.2,12.1,us0000004745
1907-07-15,1907,7,41.1541,8.5679,85.7,5.7,mw,Mediterranean Belt,earthquake,4,green,0,132,9,0.523,0.32,17.2,12.0,us0000004746
1920-11-18,1920,11,-56.4165,-153.6934,10.7,5.4,mw,Other,earthquake,1,green,0,71,176,4.428,0.32,10.7,4.1,us0000004747
2019-06-24,2019,6,-45.6323,27.8871,17.5,5.5,mw,Other,earthquake,5,green,0,92,183,3.361,0.48,15.2,4.4,us0000004748
2008-12-10,2008,12,55.4417,-170.12,9.9,5.6,ms,Ring of Fire - Alaska,earthquake,7,green,0,100,37,4.105,1.2,11.7,1.3,us0000004749
1953-04-04,1953,4,44.927,133.4849,50.2,5.6,ms,Ring of Fire - Japan,earthquake,3,green,0,113,119,2.516,0.37,0.9,7.8,us0000004750
1903-05-07,1903,5,32.5357,82.6545,28.9,5.5,ms,Himalayan Belt,earthquake,2,green,0,92,175,1.848,1.15,6.3,9.3,us0000004751
2024-03-28,2024,3,-21.5261,-37.908,6.1,5.1,mw,Mid-Atlantic Ridge,earthquake,1,green,0,20,127,1.153,1.36,5.0,14.7,us0000004752
1997-02-15,1997,2,-39.027,169.1422,8.4,5.5,mb,New Zealand,earthquake,2,green,0,87,107,4.512,1.03,1.3,6.8,us0000004753
1941-09-02,1941,9,34.2053,140.5997,32.5,5.2,ms,Ring of Fire - Japan,earthquake,1,green,0,28,40,2.122,1.75,1.6,5.5,us0000004754
1919-12-21,1919,12,16.1368,-85.8242,17.6,5.7,mw,Caribbean,earthquake,14,green,0,116,53,0.328,1.93,6.8,1.1,us0000004755
1912-12-04,1912,12,16.925,-72.2342,26.2,5.1,mw,Caribbean,earthquake,0,green,0,10,173,2.886,1.23,17.4,9.1,us0000004756
1999-05-26,1999,5,-38.3205,-72.5473,42.2,6.3,ms,Ring of Fire - Chile,earthquake,16,yellow,0,232,102,2.606,1.63,14.0,8.5,us0000004757
1918-10-21,1918,10,-14.097,41.5573,497.9,5.1,ms,Other,earthquake,1,green,0,21,170,3.486,1.63,1.1,4.7,us0000004758
1952-03-03,1952,3,32.6678,-124.6242,44.5,5.2,mw,California - USA,earthquake,1,green,0,39,72,3.644,0.28,11.1,11.4,us0000004759
2009-07-20,2009,7,12.1143,128.3336,67.4,5.2,ml,Ring of Fire - Philippines,earthquake,1,green,0,34,74,2.634,0.66,0.8,6.6,us0000004760
1981-09-17,1981,9,37.1172,141.5788,115.4,5.5,mb,Ring of Fire - Japan,earthquake,2,green,0,82,146,1.115,1.64,1.6,11.7,us0000004761
1948-06-24,1948,6,30.3886,130.5355,80.2,5.2,mw,Ring of Fire - Japan,earthquake,3,green,0,44,50,1.58,1.93,14.8,3.6,us0000004762
2005-11-06,2005,11,-8.843,112.7343,42.7,5.0,mw,Ring of Fire - Indonesia,earthquake,1,green,0,4,46,1.492,0.65,4.0,1.3,us0000004763
2020-06-25,2020,6,33.6948,134.1143,72.2,5.3,mb,Ring of Fire - Japan,earthquake,1,green,0,44,56,4.284,1.26,12.4,12.9,us0000004764
1986-01-08,1986,1,-37.0695,-68.1341,66.0,6.1,mw,Ring of Fire - Chile,earthquake,6,yellow,0,189,157,2.08,1.75,1.6,4.0,us0000004765
1939-09-13,1939,9,31.1698,-82.6358,23.4,5.1,mw,Other,earthquake,1,green,0,11,31,1.558,0.71,1.9,6.4,us0000004766
2009-08-23,2009,8,-28.9076,-67.3972,100.0,5.8,mw,Ring of Fire - Chile,earthquake,6,green,0,140,150,0.292,0.13,8.1,7.4,us0000004767
1999-08-17,1999,8,59.7599,-168.8087,33.1,5.5,ms,Ring of Fire - Alaska,earthquake,3,green,0,89,60,2.654,0.47,1.8,6.1,us0000004768
1975-02-21,1975,2,33.0808,15.5071,9.7,5.1,mw,Mediterranean Belt,earthquake,1,green,0,22,146,0.448,1.85,8.4,5.7,us0000004769
1909-02-26,1909,2,2.61,103.4584,24.8,6.1,mb,Ring of Fire - Indonesia,earthquake,6,yellow,0,197,145,4.356,0.62,2.7,11.9,us0000004770
1976-12-24,1976,12,-35.915,-72.9144,52.0,5.6,mw,Ring of Fire - Chile,earthquake,1,green,0,98,146,3.894,1.23,14.0,5.7,us0000004771
2017-01-10,2017,1,20.5081,-24.546,20.0,5.4,mw,Mid-Atlantic Ridge,earthquake,3,green,0,73,185,1.948,0.64,0.6,11.4,us0000004772
2001-06-04,2001,6,-11.5152,125.4365,135.0,5.1,mw,Other,earthquake,1,green,0,11,42,3.749,0.66,5.2,13.1,us0000004773
1916-04-01,1916,4,32.4267,139.7462,147.6,5.0,mb,Ring of Fire - Japan,earthquake,0,green,0,0,156,4.544,0.75,4.6,3.2,us0000004774
1925-08-02,1925,8,39.8599,97.6992,15.4,5.2,mw,Himalayan Belt,earthquake,2,green,0,43,76,3.323,0.61,11.3,9.0,us0000004775
1934-03-19,1934,3,40.4372,132.4391,35.5,5.9,mb,Ring of Fire - Japan,earthquake,21,green,0,158,199,0.865,0.28,17.6,14.8,us0000004776
2019-11-04,2019,11,-37.0659,-73.693,85.0,5.8,ml,Ring of Fire - Chile,earthquake,5,green,0,133,98,2.026,1.2,11.4,2.9,us0000004777
2011-02-21,2011,2,32.5851,130.6466,212.4,5.7,ms,Ring of Fire - Japan,earthquake,6,green,0,120,14,4.166,1.23,12.9,10.1,us0000004778
1956-01-14,1956,1,3.6797,96.4353,33.4,5.0,mb,Ring of Fire - Indonesia,earthquake,0,green,0,6,17,4.463,1.09,16.2,3.0,us0000004779
1992-07-06,1992,7,3.9368,115.487,44.0,6.1,ms,Ring of Fire - Indonesia,earthquake,9,yellow,0,202,41,1.416,1.7,7.7,10.8,us0000004780
1986-06-11,1986,6,42.5979,142.8819,41.4,5.6,mw,Ring of Fire - Japan,earthquake,4,green,0,109,72,1.407,1.01,4.4,2.3,us0000004781
1986-01-11,1986,1,61.7211,-166.1813,30.0,5.0,mb,Ring of Fire - Alaska,earthquake,1,green,0,1,61,4.937,1.32,4.0,13.0,us0000004782
1957-02-03,1957,2,-40.0046,-69.4476,81.0,5.6,mw,Ring of Fire - Chile,earthquake,2,green,0,101,65,2.777,1.63,1.5,14.7,us0000004783
1960-10-02,1960,10,-32.1757,-73.8773,65.1,6.0,mb,Ring of Fire - Chile,earthquake,8,green,0,170,78,3.282,1.01,13.3,6.6,us0000004784
1973-07-05,1973,7,-3.7347,128.2967,108.5,5.0,mw,Ring of Fire - Indonesia,earthquake,0,green,0,3,180,2.677,0.53,13.6,5.7,us0000004785
1985-01-17,1985,1,53.5078,-166.6629,75.5,5.0,ms,Ring of Fire - Alaska,earthquake,1,green,0,7,148,3.309,1.28,0.6,14.3,us0000004786
1984-03-16,1984,3,-7.0685,136.0428,16.0,5.1,ml,Ring of Fire - Indonesia,earthquake,1,green,0,18,26,2.747,1.93,15.0,6.8,us0000004787
1928-06-01,1928,6,23.954,-78.6255,87.5,5.1,mb,Other,earthquake,0,green,0,13,83,3.953,0.76,19.5,13.4,us0000004788
2006-12-28,2006,12,39.7442,141.8025,137.2,5.4,mw,Ring of Fire - Japan,earthquake,2,green,0,62,88,3.859,0.37,1.1,12.7,us0000004789
1976-02-08,1976,2,-37.8845,-66.3831,44.6,5.5,mb,Ring of Fire - Chile,earthquake,1,green,0,80,85,0.855,1.55,6.7,10.3,us0000004790
1979-05-04,1979,5,-4.471,139.1401,23.2,5.4,mb,Ring of Fire - Indonesia,earthquake,1,green,0,66,183,0.153,1.97,15.2,9.2,us0000004791
2009-03-17,2009,3,23.3793,-78.2149,122.1,5.3,mw,Caribbean,earthquake,2,green,0,58,58,1.759,0.9,19.1,6.3,us0000004792
1900-02-04,1900,2,-1.7952,132.7253,37.1,5.7,mw,Ring of Fire - Indonesia,earthquake,7,green,0,131,187,0.516,1.97,6.3,2.2,us0000004793
1955-06-28,1955,6,42.3161,131.3071,57.9,5.4,mw,Ring of Fire - Japan,earthquake,4,green,0,63,28,1.487,1.3,5.9,2.9,us0000004794
1969-10-24,1969,10,30.2483,70.1054,54.5,5.2,mb,Himalayan Belt,earthquake,0,green,0,26,153,4.777,0.48,19.5,8.5,us0000004795
1976-12-09,1976,12,60.2105,-174.7525,15.4,5.0,mw,Ring of Fire - Alaska,earthquake,1,green,0,6,41,4.864,1.23,11.2,3.4,us0000004796
1977-01-15,1977,1,61.815,-164.5984,39.6,5.1,ms,Ring of Fire - Alaska,earthquake,1,green,0,25,108,0.206,1.8,11.6,2.1,us0000004797
2022-05-13,2022,5,33.5742,138.2521,27.5,5.5,ms,Ring of Fire - Japan,earthquake,3,green,0,82,89,3.677,0.74,10.2,5.9,us0000004798
2008-12-07,2008,12,-3.8045,123.0745,129.9,5.3,ms,Ring of Fire - Indonesia,earthquake,2,green,0,55,124,2.995,1.02,15.3,11.8,us0000004799
1933-05-17,1933,5,7.4592,125.8543,49.5,5.1,ms,Ring of Fire - Philippines,earthquake,0,green,0,17,90,2.967,1.94,12.6,2.9,us0000004800
2024-04-27,2024,4,-45.5937,176.2746,27.4,5.4,mw,New Zealand,earthquake,7,green,0,75,89,2.193,0.36,2.1,13.6,us0000004801
1909-09-08,1909,9,-18.6929,-73.6219,41.9,6.1,ml,Ring of Fire - Chile,earthquake,6,yellow,0,195,66,0.481,1.77,19.9,12.4,us0000004802
1971-07-10,1971,7,-3.0055,136.4934,145.5,5.3,mw,Ring of Fire - Indonesia,earthquake,0,green,0,54,186,0.641,1.88,16.0,6.9,us0000004803
1949-03-21,1949,3,38.9406,-123.0187,16.9,5.1,ml,California - USA,earthquake,0,green,0,22,154,0.164,1.99,12.1,4.4,us0000004804
2013-01-24,2013,1,-55.8628,-13.8631,65.8,5.4,ms,Other,earthquake,4,green,0,65,33,1.609,1.39,11.6,7.6,us0000004805
2009-05-19,2009,5,13.7447,42.6533,24.4,5.7,ms,Other,earthquake,4,green,0,115,57,4.02,1.36,7.5,0.7,us0000004806
1904-09-25,1904,9,-2.9489,113.2749,120.0,5.1,ml,Ring of Fire - Indonesia,earthquake,1,green,0,18,84,1.677,1.14,4.2,10.1,us0000004807
1927-05-08,1927,5,60.0912,-166.1219,28.3,5.5,mw,Ring of Fire - Alaska,earthquake,2,green,0,96,73,2.696,1.13,12.6,12.3,us0000004808
1955-03-19,1955,3,-7.196,103.7835,66.5,5.5,ms,Ring of Fire - Indonesia,earthquake,4,green,0,92,22,0.125,0.76,2.8,7.3,us0000004809
2002-09-14,2002,9,40.8813,-124.1156,15.4,5.6,mw,California - USA,earthquake,6,green,0,111,126,0.987,1.86,10.5,6.8,us0000004810
2001-02-01,2001,2,-34.7779,-25.7758,11.6,5.0,mw,Mid-Atlantic Ridge,earthquake,1,green,0,4,198,2.312,1.26,0.6,11.6,us0000004811
1931-08-02,1931,8,53.1283,-166.3342,15.0,7.3,mw,Ring of Fire - Alaska,earthquake,645,orange,0,406,93,3.772,1.31,2.8,12.4,us0000004812
1976-11-02,1976,11,1.7158,109.0422,218.2,5.5,mb,Ring of Fire - Indonesia,earthquake,3,green,0,94,90,4.155,0.18,3.8,14.3,us0000004813
1938-10-04,1938,10,36.812,143.449,67.5,5.1,mb,Ring of Fire - Japan,earthquake,0,green,0,25,141,0.809,0.83,13.8,6.5,us0000004814
2008-08-11,2008,8,40.6007,-119.8213,40.8,5.4,ms,California - USA,earthquake,4,green,0,77,67,4.179,0.83,3.0,14.7,us0000004815
1966-03-19,1966,3,32.7391,171.4927,47.6,5.1,ms,Other,earthquake,0,green,0,15,174,2.837,1.8,15.2,5.5,us0000004816
1909-07-03,1909,7,17.8151,-39.8139,10.6,5.2,mw,Mid-Atlantic Ridge,earthquake,1,green,0,40,186,0.577,0.57,11.2,14.7,us0000004817
1980-02-17,1980,2,-38.6888,-72.0395,65.1,5.7,mb,Ring of Fire - Chile,earthquake,1,green,0,121,145,2.754,1.76,13.0,8.9,us0000004818
1977-02-26,1977,2,-4.2616,135.5244,52.6,5.7,mw,Ring of Fire - Indonesia,earthquake,11,green,0,123,178,0.764,1.87,13.5,14.5,us0000004819
1923-12-19,1923,12,-29.824,-160.9823,9.7,5.3,mw,Other,earthquake,3,green,0,58,63,2.488,1.76,17.5,1.7,us0000004820
2012-09-15,2012,9,-18.8577,-125.5691,37.1,5.5,mb,Other,earthquake,2,green,0,95,40,3.138,0.55,19.7,2.7,us0000004821
1944-03-19,1944,3,-25.0191,-66.6534,257.4,5.1,mw,Ring of Fire - Chile,earthquake,1,green,0,25,39,4.959,1.06,12.5,13.5,us0000004822
1978-07-17,1978,7,9.1475,128.5156,40.3,5.0,mw,Ring of Fire - Philippines,earthquake,1,green,0,8,108,4.65,1.0,17.4,13.3,us0000004823
1958-03-18,1958,3,-42.9489,-73.8056,91.3,5.1,mb,Ring of Fire - Chile,earthquake,0,green,0,15,72,1.989,1.98,5.1,7.9,us0000004824
1911-04-03,1911,4,34.7977,142.6045,206.5,5.2,ms,Ring of Fire - Japan,earthquake,2,green,0,34,49,4.248,0.94,10.7,13.0,us0000004825
1904-10-15,1904,10,37.7863,89.1975,87.3,5.1,mw,Himalayan Belt,earthquake,0,green,0,14,74,3.549,1.55,14.0,12.0,us0000004826
2015-09-20,2015,9,38.6316,138.0178,36.1,5.5,mw,Ring of Fire - Japan,earthquake,2,green,0,96,9,1.179,0.55,4.4,0.9,us0000004827
1967-12-12,1967,12,42.5709,132.3472,19.8,5.6,mw,Ring of Fire - Japan,earthquake,3,green,0,114,105,1.872,0.28,7.5,12.1,us0000004828
2021-01-26,2021,1,-2.8624,132.5158,61.9,5.3,mw,Ring of Fire - Indonesia,earthquake,1,green,0,48,158,0.763,0.43,9.1,2.7,us0000004829
1973-11-27,1973,11,38.1928,144.5112,12.5,5.4,mw,Ring of Fire - Japan,earthquake,1,green,0,70,53,2.451,1.99,5.7,13.1,us0000004830
1949-03-02,1949,3,34.3379,78.2659,15.9,5.7,mw,Himalayan Belt,earthquake,3,green,0,124,31,2.337,0.65,17.8,3.4,us0000004831
1901-06-18,1901,6,-5.2741,114.762,100.2,5.4,mw,Ring of Fire - Indonesia,earthquake,2,green,0,70,191,3.306,1.36,13.3,7.9,us0000004832
2017-01-16,2017,1,-26.259,60.4907,29.9,5.8,ms,Other,earthquake,10,green,0,145,59,3.247,0.26,12.6,4.7,us0000004833
1952-08-23,1952,8,-30.877,-69.8408,59.7,5.1,mw,Ring of Fire - Chile,earthquake,0,green,0,19,69,0.869,1.48,4.5,8.3,us0000004834
2016-06-15,2016,6,-40.0261,174.4474,55.3,5.0,ml,New Zealand,earthquake,0,green,0,3,102,3.331,1.99,13.8,8.3,us0000004835
1983-06-18,1983,6,36.154,85.8587,107.3,6.3,ms,Himalayan Belt,earthquake,16,yellow,0,236,109,0.713,1.08,7.5,9.3,us0000004836
2006-08-14,2006,8,-22.1842,-68.9272,33.0,5.1,mw,Ring of Fire - Chile,earthquake,1,green,0,10,35,2.872,1.69,2.1,4.8,us0000004837
1942-07-01,1942,7,-8.1904,132.4402,186.2,5.0,mb,Ring of Fire - Indonesia,earthquake,1,green,0,4,134,2.221,0.99,12.3,6.0,us0000004838
1925-06-03,1925,6,17.0328,175.3085,40.6,5.9,ms,Other,earthquake,13,green,0,157,53,3.558,1.63,6.0,10.9,us0000004839
2017-07-26,2017,7,37.0575,-0.0939,30.9,5.1,mw,Mediterranean Belt,earthquake,1,green,0,18,155,2.998,1.82,14.6,4.2,us0000004840
2007-10-26,2007,10,13.6468,128.9973,24.9,5.6,mw,Ring of Fire - Philippines,earthquake,5,green,0,100,55,0.513,1.39,15.1,7.9,us0000004841
1997-01-09,1997,1,55.0349,-167.5573,27.9,5.7,ms,Ring of Fire - Alaska,earthquake,4,green,0,124,187,3.521,0.95,14.7,10.1,us0000004842
1972-03-05,1972,3,-44.0361,167.3374,21.3,5.1,mb,New Zealand,earthquake,1,green,0,11,171,2.056,1.52,11.7,12.0,us0000004843
1999-05-05,1999,5,59.9156,-166.3561,31.3,5.1,mw,Ring of Fire - Alaska,earthquake,0,green,0,11,105,0.01,0.54,12.7,8.1,us0000004844
2005-04-08,2005,4,6.4273,-109.5052,40.6,5.6,mw,Other,earthquake,8,green,0,101,60,3.275,0.35,13.3,0.8,us0000004845
2007-07-06,2007,7,13.721,126.168,231.8,5.8,mw,Ring of Fire - Philippines,earthquake,4,green,0,144,187,0.842,0.62,9.2,12.3,us0000004846
1973-01-08,1973,1,-33.4101,-113.5338,63.3,6.4,mw,Other,earthquake,40,yellow,0,251,48,0.51,1.52,11.0,13.2,us0000004847
1988-07-11,1988,7,37.0126,80.432,67.6,5.2,ms,Himalayan Belt,earthquake,2,green,0,35,121,1.657,0.62,6.2,14.4,us0000004848
1999-07-26,1999,7,56.3191,-166.3823,40.0,5.7,mw,Ring of Fire - Alaska,earthquake,6,green,0,117,182,2.621,0.99,3.1,5.9,us0000004849
2013-08-07,2013,8,43.8556,18.476,59.0,5.2,mb,Mediterranean Belt,earthquake,1,green,0,27,151,2.375,0.58,6.3,2.1,us0000004850
1995-04-08,1995,4,-34.2117,169.7583,18.0,5.4,ms,New Zealand,earthquake,4,green,0,71,113,0.436,1.05,1.3,5.8,us0000004851
2021-10-22,2021,10,14.8973,126.3331,72.5,5.5,ml,Ring of Fire - Philippines,earthquake,2,green,0,95,44,3.766,1.11,12.2,13.5,us0000004852
1933-01-15,1933,1,-4.2582,117.6712,9.3,5.4,mb,Ring of Fire - Indonesia,earthquake,4,green,0,79,137,2.649,1.39,18.1,2.0,us0000004853
1900-11-21,1900,11,-44.5761,166.8712,54.1,5.7,ms,New Zealand,earthquake,2,green,0,126,144,4.042,0.4,0.6,6.6,us0000004854
1935-05-07,1935,5,33.9416,142.7583,102.8,5.8,mw,Ring of Fire - Japan,earthquake,4,green,0,145,32,1.364,1.16,1.6,6.4,us0000004855
1951-03-07,1951,3,36.7243,142.1322,114.7,5.4,mw,Ring of Fire - Japan,earthquake,2,green,0,69,46,3.35,0.64,3.6,11.8,us0000004856
1960-02-25,1960,2,-27.0556,-71.2865,21.2,5.2,mw,Ring of Fire - Chile,earthquake,0,green,0,29,63,4.583,0.88,17.2,9.6,us0000004857
1913-11-22,1913,11,55.1416,-167.6726,72.9,5.0,mb,Ring of Fire - Alaska,earthquake,0,green,0,0,198,4.329,0.78,2.5,8.7,us0000004858
1967-09-04,1967,9,-30.0549,-72.7479,80.9,5.4,mb,Ring of Fire - Chile,earthquake,0,green,0,62,124,3.645,0.33,1.5,12.6,us0000004859
1934-08-02,1934,8,-4.9719,108.2678,176.0,5.3,mw,Ring of Fire - Indonesia,earthquake,1,green,0,50,61,1.863,1.05,16.3,11.8,us0000004860
1916-02-20,1916,2,1.0969,98.5853,56.6,5.2,mw,Ring of Fire - Indonesia,earthquake,1,green,0,35,69,2.883,0.27,14.9,3.6,us0000004861
1903-12-27,1903,12,39.0846,144.432,65.9,5.3,mw,Ring of Fire - Japan,earthquake,5,green,0,60,74,3.065,1.1,8.3,5.9,us0000004862
2017-10-16,2017,10,44.8208,131.16,51.2,5.4,mw,Ring of Fire - Japan,earthquake,2,green,0,76,97,0.748,1.31,1.1,2.4,us0000004863
2000-01-10,2000,1,-20.0088,-66.2361,179.3,5.3,ms,Ring of Fire - Chile,earthquake,1,green,0,50,106,1.476,0.64,18.0,3.3,us0000004864
1967-03-16,1967,3,1.5136,128.7108,31.4,5.5,mb,Ring of Fire - Indonesia,earthquake,1,green,0,87,98,0.802,1.27,4.4,14.4,us0000004865
1963-12-21,1963,12,-45.7951,175.0613,65.4,5.0,mw,New Zealand,earthquake,0,green,0,5,159,2.838,0.31,19.9,11.4,us0000004866
1969-11-01,1969,11,1.7677,130.2236,131.7,5.2,mb,Ring of Fire - Indonesia,earthquake,2,green,0,40,70,0.932,0.95,3.4,12.6,us0000004867
1969-04-24,1969,4,-40.3831,-67.393,23.1,5.7,mw,Ring of Fire - Chile,earthquake,5,green,0,130,93,4.313,1.79,7.7,10.7,us0000004868
2008-07-09,2008,7,48.1549,-37.394,14.5,5.2,mw,Mid-Atlantic Ridge,earthquake,0,green,0,38,6,4.929,0.84,14.8,7.9,us0000004869
2019-07-03,2019,7,47.8827,126.5569,18.8,5.1,mw,Other,earthquake,1,green,0,22,97,0.423,1.91,1.2,1.9,us0000004870
1967-07-21,1967,7,-9.7383,101.3093,12.2,5.1,mw,Other,earthquake,2,green,0,9,18,0.026,0.98,12.3,9.2,us0000004871
1990-10-06,1990,10,16.2623,120.6935,199.7,5.7,mw,Ring of Fire - Philippines,earthquake,4,green,1,119,133,1.397,1.57,11.3,9.4,us0000004872
2003-08-04,2003,8,39.0862,142.1228,24.7,5.0,mw,Ring of Fire - Japan,earthquake,1,green,0,3,197,2.677,1.9,19.0,9.3,us0000004873
1986-11-06,1986,11,29.2628,71.0536,66.6,5.0,mw,Himalayan Belt,earthquake,0,green,0,7,186,3.39,1.04,3.0,2.2,us0000004874
2015-01-26,2015,1,28.5722,95.3616,48.5,5.6,mw,Himalayan Belt,earthquake,5,green,0,114,148,3.814,0.5,4.1,11.4,us0000004875
1974-10-21,1974,10,6.4529,-21.1043,10.1,5.6,mw,Mid-Atlantic Ridge,earthquake,1,green,0,107,145,3.701,1.52,10.4,13.2,us0000004876
1983-10-15,1983,10,32.6785,139.8944,261.9,5.3,mw,Ring of Fire - Japan,earthquake,1,green,0,52,113,4.025,0.82,1.7,7.2,us0000004877
1914-06-24,1914,6,37.6358,9.4863,46.6,5.0,mw,Mediterranean Belt,earthquake,0,green,0,1,27,0.802,1.75,2.5,13.1,us0000004878
2012-12-22,2012,12,30.5536,80.4666,46.7,5.2,mw,Himalayan Belt,earthquake,0,green,0,30,10,2.454,0.42,9.6,1.7,us0000004879
1954-10-07,1954,10,33.1633,91.9591,135.4,5.1,ml,Himalayan Belt,earthquake,1,green,0,18,171,1.368,0.77,9.6,3.2,us0000004880
1987-02-24,1987,2,9.6288,121.4163,67.0,5.9,mw,Ring of Fire - Philippines,earthquake,6,green,0,158,144,0.335,0.88,8.8,13.7,us0000004881
1970-10-23,1970,10,33.6242,80.112,135.5,5.3,mw,Himalayan Belt,earthquake,1,green,0,52,123,1.525,1.29,12.4,5.1,us0000004882
1985-06-16,1985,6,-34.568,50.9108,22.9,5.7,mw,Other,earthquake,4,green,0,124,160,3.987,1.02,4.6,14.5,us0000004883
1921-04-23,1921,4,57.9227,-27.5553,13.4,5.2,mw,Mid-Atlantic Ridge,earthquake,1,green,0,42,134,1.344,1.74,13.5,2.1,us0000004884
1913-04-01,1913,4,-26.524,-66.0834,181.6,5.1,mw,Ring of Fire - Chile,earthquake,1,green,0,13,139,3.065,0.56,17.3,8.9,us0000004885
2024-05-25,2024,5,-3.7777,110.1726,59.4,5.2,mw,Ring of Fire - Indonesia,earthquake,1,green,0,35,115,2.166,0.69,4.6,2.9,us0000004886
2008-04-18,2008,4,44.0256,132.4216,14.1,6.4,mw,Ring of Fire - Japan,earthquake,17,yellow,0,247,46,1.378,1.44,16.2,3.3,us0000004887
1970-05-13,1970,5,29.5401,-126.823,37.6,5.3,mw,Other,earthquake,2,green,0,60,118,1.883,0.61,6.0,7.3,us0000004888
1975-03-02,1975,3,37.6469,-120.5163,31.4,5.5,ms,California - USA,earthquake,2,green,0,93,176,0.805,0.91,1.8,12.9,us0000004889
1985-02-20,1985,2,36.8973,-15.3964,63.0,5.4,mw,Other,earthquake,2,green,0,69,59,1.324,1.47,9.3,14.7,us0000004890
1964-07-17,1964,7,34.8443,14.2739,13.5,5.3,mb,Mediterranean Belt,earthquake,2,green,0,47,102,4.07,0.77,7.9,2.3,us0000004891
